,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Gene,Product,Note
BSU12460_xlyB,198,168,383,314,225,173,261,401,156,158,1317535,1318488,+,chr,BSU12460,xlyB,N-acetylmuramoyl-L-alanine amidase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 8760915, 9555893; Product type h: extrachromosomal origin"
BSU12470_yjqA,527,577,489,678,403,641,454,634,547,603,1318528,1318905,-,chr,BSU12470,yjqA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; Product type h: extrachromosomal origin
BSU12480_yjqB,152,94,102,87,122,112,99,144,86,166,1319011,1319613,+,chr,BSU12480,yjqB,PBSX phage-related replication protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15466572, 8760915; Product type h: extrachromosomal origin"
BSU12490_yjqC,364,212,301,279,278,219,313,245,206,267,1319690,1320526,+,chr,BSU12490,yjqC,PBSX phage manganese-containing catalase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15466572, 8760915; Product type h: extrachromosomal origin"
BSU12500_xkdA,69,57,67,46,80,73,86,68,52,82,1320570,1321166,-,chr,BSU12500,xkdA,"PBSX phage protein, peptidase","Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16267290, 8760915; Product type h: extrachromosomal origin"
BSU12510_xre,405,867,334,742,278,796,263,1005,711,812,1321329,1321670,-,chr,BSU12510,xre,Phage PBSX transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 8083175; Product type h : extrachromosomal origin
BSU12519_yjzJ,4,10,7,5,2,3,9,17,4,5,1321848,1322027,+,chr,BSU12519,yjzJ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12520_xkdB,23,13,48,39,28,15,34,48,31,20,1322014,1322850,+,chr,BSU12520,xkdB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12530_xkdC,28,36,64,55,30,31,49,70,35,21,1322750,1323550,+,chr,BSU12530,xkdC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12539_ykzK,5,6,10,22,12,9,5,15,7,3,1323550,1323717,+,chr,BSU12539,ykzK,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12540_xkdD,19,19,25,56,16,18,19,43,11,21,1323802,1324152,+,chr,BSU12540,xkdD,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12550_xtrA,13,3,20,30,8,10,15,20,11,11,1324149,1324355,+,chr,BSU12550,xtrA,PBSX phage protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 8760915; Product type h : extrachromosomal origin
BSU12560_xpf,9,6,22,24,11,13,14,46,11,13,1324471,1324980,+,chr,BSU12560,xpf,positive control sigma-like factor,Positive regulatory protein that acts at the late promoter PL
BSU12570_xtmA,137,199,298,490,101,201,125,454,177,125,1325096,1325893,+,chr,BSU12570,xtmA,PBSX defective prophage terminase small subunit,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 8083174; Product type e: enzyme
BSU12580_xtmB,231,186,425,493,176,210,263,525,183,195,1325890,1327191,+,chr,BSU12580,xtmB,PBSX defective prophage terminase large subunit,Evidence 2b: Function of strongly homologous gene; Product type e: enzyme
BSU12590_xkdE,213,256,468,612,160,256,229,657,234,184,1327195,1328682,+,chr,BSU12590,xkdE,phage capsid protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type ps:  structure"
BSU12600_xkdF,190,231,441,610,134,207,249,599,227,197,1328702,1329529,+,chr,BSU12600,xkdF,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12610_xkdG,337,264,711,587,202,257,375,587,244,192,1329555,1330490,+,chr,BSU12610,xkdG,capsid protein of PBSX prophage,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type ps:  structure"
BSU12619_ykzL,116,69,247,215,76,93,124,159,68,46,1330512,1330895,+,chr,BSU12619,ykzL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12620_xkdH,92,78,167,151,64,52,111,152,76,55,1330892,1331248,+,chr,BSU12620,xkdH,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12630_xkdI,149,114,305,331,91,127,167,314,116,84,1331245,1331730,+,chr,BSU12630,xkdI,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12640_xkdJ,121,132,263,289,66,100,129,273,81,59,1331743,1332183,+,chr,BSU12640,xkdJ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12649_ykzM,68,99,170,235,38,77,63,230,94,62,1332187,1332405,+,chr,BSU12649,ykzM,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12650_xkdK,525,617,1091,1439,325,532,588,1415,513,394,1332402,1333802,+,chr,BSU12650,xkdK,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12660_xkdM,156,165,342,403,111,179,193,473,177,131,1333804,1334247,+,chr,BSU12660,xkdM,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12671_xkdN,55,143,98,385,34,128,61,379,93,107,1334339,1334785,+,chr,BSU12671,xkdN,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12672_xkzB,11,31,24,34,6,18,13,58,37,36,1334815,1334964,+,chr,BSU12672,xkzB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12680_xkdO,560,700,920,1380,405,643,550,1361,568,625,1334966,1338964,+,chr,BSU12680,xkdO,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12690_xkdP,80,83,112,178,52,53,62,239,59,74,1338957,1339616,+,chr,BSU12690,xkdP,PBSX prophage murein binding protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
BSU12700_xkdQ,102,85,193,184,69,90,91,148,84,74,1339632,1340609,+,chr,BSU12700,xkdQ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12710_xkdR,21,20,30,43,11,17,18,38,13,10,1340609,1340875,+,chr,BSU12710,xkdR,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12720_xkdS,53,31,85,116,35,73,53,153,43,36,1340932,1341357,+,chr,BSU12720,xkdS,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12730_xkdT,105,95,187,200,73,98,110,233,94,81,1341350,1342396,+,chr,BSU12730,xkdT,base plate assembly protein; PBSX prophage protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
BSU12740_xkdU,76,56,145,104,54,48,86,106,34,57,1342380,1342958,+,chr,BSU12740,xkdU,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12749_xkzA,27,35,66,66,22,21,33,82,21,25,1342955,1343227,+,chr,BSU12749,xkzA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12750_xkdV,248,330,438,897,179,394,219,780,302,329,1343230,1345293,+,chr,BSU12750,xkdV,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12760_xkdW,48,59,94,125,39,32,47,127,31,42,1345305,1345634,+,chr,BSU12760,xkdW,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12770_xkdX,14,35,39,94,15,28,28,70,22,25,1345631,1345795,+,chr,BSU12770,xkdX,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU12780_xepA,154,146,297,388,77,157,145,375,158,114,1345839,1346678,+,chr,BSU12780,xepA,lytic exoenzyme associated with defective prophage PBSX,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7921239, 9555893; Product type h: extrachromosomal origin"
BSU12790_xhlA,86,130,210,349,69,107,93,430,121,102,1346731,1347000,+,chr,BSU12790,xhlA,defective prophage PBSX enzyme,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7921239, 9555893; Product type h: extrachromosomal origin"
BSU12800_xhlB,78,87,189,244,71,86,101,261,95,70,1347013,1347276,+,chr,BSU12800,xhlB,bacteriophage PBSX holin,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 2110147, 9555893; Product type h: extrachromosomal origin"
BSU12810_xlyA,380,316,759,751,244,358,347,775,269,209,1347289,1348182,+,chr,BSU12810,xlyA,bacteriophage PBSX N-acetylmuramoyl-L-alanine amidase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7921239, 9555893; Product type h: extrachromosomal origin"
BSU12820_spoIISB,125,94,151,82,133,106,139,131,137,116,1348442,1348612,-,chr,BSU12820,spoIISB,two-component apoptotic control system component B,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11371520; Product type f: factor
BSU12830_spoIISA,1204,923,1338,962,1192,993,1236,1146,910,1006,1348612,1349358,-,chr,BSU12830,spoIISA,two-component apoptosis factor,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11371520, 18096016; Product type f: factor"
BSU12840_pit,8485,7777,6572,5954,7725,7872,6710,7601,7622,7497,1349468,1350469,-,chr,BSU12840,pit,low-affinity inorganic phosphate transporter,"Evidence 2b: Function of strongly homologous gene; PubMedId: 15849754, 16850406; Product type t : transporter"
BSU12850_ykaA,4852,11811,3334,8705,4043,11234,3608,10579,9333,11026,1350482,1351099,-,chr,BSU12850,ykaA,Pit accessory protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 9696772; Product type pf :  factor"
BSU12860_ykbA,6562,5619,266,253,1041,1023,389,415,1519,1817,1351375,1352691,-,chr,BSU12860,ykbA,amino acid permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
BSU12870_mhqA,253,232,285,240,209,251,242,291,278,281,1353080,1354030,+,chr,BSU12870,mhqA,hydroquinone-specific extradiol dioxygenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 17407181; Product type pe :  enzyme"
BSU12880_ykcB,82,101,140,90,126,114,90,122,103,121,1354285,1356435,+,chr,BSU12880,ykcB,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU12890_ykcC,86,66,104,49,101,60,77,58,61,73,1356447,1357418,+,chr,BSU12890,ykcC,glycosyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU12900_htrA,1331,1447,1180,1417,1103,1679,976,1691,1354,1524,1357936,1359285,-,chr,BSU12900,htrA,serine protease Do,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10692364, 11133960, 11555295, 12823817; Product type e: enzyme"
BSU12910_proG,382,329,559,494,310,345,392,524,340,363,1359454,1360272,+,chr,BSU12910,proG,pyrroline-5-carboxylate reductase,catalyzes the formation of L-proline from pyrroline-5-carboxylate
BSU12920_dppA,87,88,2704,2922,511,653,1286,1763,258,282,1360401,1361225,+,chr,BSU12920,dppA,D-alanyl-aminopeptidase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11069674, 11473256; Product type e: enzyme"
BSU12930_dppB,41,15,1084,540,301,114,490,337,69,68,1361242,1362168,+,chr,BSU12930,dppB,dipeptide ABC transporter permease,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15849754, 16850406, 1766370, 7536291; Product type t: transporter"
BSU12940_dppC,26,8,895,396,250,88,395,190,39,30,1362174,1363136,+,chr,BSU12940,dppC,dipeptide ABC transporter permease,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15849754, 16850406, 1766370, 7536291; Product type t: transporter"
BSU12950_dppD,27,14,748,367,229,91,300,194,42,36,1363141,1364148,+,chr,BSU12950,dppD,dipeptide ABC transporter ATP-binding protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7536291; Product type t : transporter
BSU12960_dppE,85,149,1502,2150,431,446,637,1210,194,264,1364151,1365800,+,chr,BSU12960,dppE,dipeptide ABC transporter dipeptide-binding lipoprotein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11390694, 7783641, 8793880; Product type lp: lipoprotein"
BSU12970_ykfA,53,72,445,551,121,103,212,345,71,73,1365888,1366847,+,chr,BSU12970,ykfA,"L,D-carboxypeptidase","Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10428950, 15101989; Product type pe: enzyme"
BSU12980_ykfB,72,40,684,557,163,125,275,310,71,81,1366844,1367944,+,chr,BSU12980,ykfB,L-Ala-D/L-Glu epimerase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11747447, 15101989; Product type e: enzyme"
BSU12990_ykfC,87,72,642,636,170,149,287,399,101,107,1367941,1368831,+,chr,BSU12990,ykfC,cell wall endopeptidase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15101989; Product type e: enzyme
BSU13000_ykfD,111,97,746,723,219,180,295,433,110,106,1368844,1369833,+,chr,BSU13000,ykfD,cell wall oligopeptide ABC transporter ATP binding protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15101989; Product type pt : transporter"
BSU13010_ykgB,2931,2977,4080,3961,3182,4282,3646,4739,3941,3837,1369876,1370925,-,chr,BSU13010,ykgB,6-phosphogluconolactonase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU13020_ykgA,90,148,155,130,123,145,111,144,113,142,1371015,1371875,-,chr,BSU13020,ykgA,aminohydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU13030_ykhA,823,2668,814,2079,616,2289,760,3013,2675,2456,1372035,1372553,+,chr,BSU13030,ykhA,acyl-CoA hydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU13040_hmp,30,53,33,36,45,40,37,28,35,43,1372792,1373991,+,chr,BSU13040,hmp,nitric oxide dioxygenase,flavohemoprotein; catalyzes the formation of nitrate from nitric oxide; can also catalyze the reduction of dihydropteridine
BSU13050_ykzH,1,0,1,1,5,0,0,1,2,1,1374068,1374292,-,chr,BSU13050,ykzH,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU13060_ykjA,15,4,11,7,18,14,9,7,10,13,1374437,1375168,+,chr,BSU13060,ykjA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU13070_ykkA,127,148,96,140,88,158,81,151,145,144,1375260,1375787,+,chr,BSU13070,ykkA,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU13080_ykkB,116,83,72,78,69,81,67,84,72,91,1375777,1376295,+,chr,BSU13080,ykkB,N-acetyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12793527; Product type pe :  enzyme"
BSU13090_ykkC,119,120,104,88,113,109,97,106,117,119,1376517,1376855,+,chr,BSU13090,ykkC,efflux transporter,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10735877, 10931887, 15096624; Product type t: transporter"
BSU13100_ykkD,66,56,51,39,60,64,24,55,55,45,1376855,1377172,+,chr,BSU13100,ykkD,efflux transporter,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10735877, 10931887, 15096624; Product type t: transporter"
BSU13110_purU,4097,3546,4007,3110,3832,3754,4047,4047,3714,3426,1377243,1378145,+,chr,BSU13110,purU,formyltetrahydrofolate deformylase,produces formate from formyl-tetrahydrofolate which is the major source of formate for PurT in de novo purine nucleotide biosynthesis; has a role in one-carbon metabolism; forms a homohexamer; activated by methionine and inhibited by glycine
